Admin2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province/State,Acre,Alagoas,Amapa,Amazonas,Bahia,Ceara,Distrito Federal,Espirito Santo,Goias,Maranhao,Mato Grosso,Mato Grosso do Sul,Minas Gerais,Para,Paraiba,Parana,Pernambuco,Piaui,Rio Grande do Norte,Rio Grande do Sul,Rio de Janeiro,Rondonia,Roraima,Santa Catarina,Sao Paulo,Sergipe,Tocantins,Unknown
11-03-2020,695,2250,751,4573,7690,9362,3707,3874,5762,4081,3819,1612,9050,6762,3119,5258,8643,2432,2583,5844,20651,1460,692,3139,39364,2223,1100,
11-04-2020,696,2254,751,4588,7711,9370,3719,3884,5797,4091,3828,1622,9069,6767,3130,5269,8667,2441,2588,5903,20759,1464,693,3163,39549,2228,1105,
11-05-2020,696,2254,751,4588,7711,9370,3719,3884,5797,4091,3828,1622,9069,6767,3130,5269,8667,2441,2588,5903,20759,1464,693,3163,39549,2228,1105,
11-06-2020,697,2262,751,4607,7754,9393,3733,3910,5869,4112,3848,1634,9199,6779,3146,5330,8711,2459,2598,5973,20849,1473,695,3173,39717,2235,1108,
11-07-2020,699,2266,751,4622,7776,9391,3740,3919,5874,4119,3858,1634,9204,6784,3150,5362,8724,2464,2598,5990,20905,1474,695,3202,39717,2239,1112,
11-08-2020,699,2270,751,4625,7796,9395,3752,3926,5874,4125,3859,1634,9204,6790,3154,5392,8732,2467,2599,5992,20905,1476,695,3211,39717,2243,1114,
11-09-2020,701,2274,764,4644,7818,9404,3759,3938,5874,4130,3867,1634,9204,6795,3160,5470,8740,2470,2601,5997,20905,1478,695,3231,39717,2244,1114,
11-10-2020,704,2278,766,4650,7838,9416,3775,3951,5874,4138,3877,1640,9204,6799,3166,5470,8763,2482,2607,6001,20905,1482,695,3243,39717,2246,1115,
11-11-2020,705,2282,770,4650,7859,9418,3788,3968,5900,4146,3888,1645,9204,6802,3178,5563,8773,2486,2610,6034,20970,1486,701,3268,39907,2247,1120,
11-12-2020,707,2285,771,4655,7882,9430,3797,3980,5936,4154,3971,1674,9259,6806,3187,5610,8794,2499,2613,6125,21090,1492,705,3282,40202,2250,1125,
11-13-2020,707,2288,774,4683,7902,9432,3808,3992,5936,4162,3981,1683,9405,6808,3193,5610,8805,2516,2638,6168,21162,1497,705,3298,40202,2254,1128,
11-14-2020,708,2291,777,4693,7922,9439,3813,3998,6030,4171,3985,1688,9504,6817,3199,5691,8815,2523,2640,6215,21284,1501,706,3309,40549,2257,1133,
11-15-2020,708,2295,777,4697,7943,9439,3817,4009,6034,4178,3986,1690,9507,6827,3204,5697,8827,2524,2641,6219,21294,1501,706,3318,40564,2259,1137,
11-16-2020,708,2298,780,4700,7967,9440,3825,4026,6037,4187,3998,1693,9517,6832,3211,5728,8838,2530,2643,6243,21301,1503,706,3330,40576,2260,1137,
11-17-2020,709,2301,782,4723,7989,9448,3837,4037,6071,4195,4001,1697,9531,6838,3216,5758,8854,2541,2643,6314,21474,1508,709,3370,40749,2263,1141,
11-18-2020,709,2304,783,4728,8013,9461,3845,4058,6107,4203,4009,1699,9605,6844,3223,5793,8873,2554,2649,6356,21698,1511,709,3384,40927,2266,1144,
11-19-2020,710,2308,785,4741,8038,9467,3852,4080,6159,4210,4016,1705,9648,6851,3232,5827,8890,2556,2651,6410,21806,1513,711,3405,41074,2270,1146,
11-20-2020,711,2311,787,4761,8061,9477,3857,4101,6201,4218,4025,1713,9688,6855,3236,5832,8899,2568,2657,6447,21938,1515,720,3435,41179,2274,1147,
11-21-2020,713,2314,789,4771,8081,9487,3862,4114,6224,4224,4026,1718,9732,6861,3244,5846,8920,2574,2658,6487,21971,1516,720,3459,41256,2274,1148,
11-22-2020,713,2317,789,4779,8102,9485,3867,4128,6244,4232,4033,1722,9777,6865,3248,5853,8923,2579,2660,6494,21974,1518,720,3471,41267,2275,1148,
11-23-2020,714,2321,792,4797,8123,9492,3882,4148,6246,4241,4041,1727,9794,6871,3256,5879,8926,2584,2660,6524,22028,1522,720,3494,41276,2279,1148,
11-24-2020,715,2324,795,4818,8143,9492,3898,4171,6263,4248,4051,1738,9804,6875,3261,5930,8951,2591,2664,6573,22141,1529,721,3530,41455,2283,1151,
11-25-2020,721,2326,799,4826,8165,9530,3906,4185,6288,4256,4055,1742,9858,6880,3268,5978,8971,2596,2665,6639,22256,1534,722,3561,41601,2288,1153,
11-26-2020,722,2329,802,4856,8185,9545,3910,4206,6305,4263,4060,1748,9904,6884,3276,6043,8987,2603,2666,6686,22394,1535,723,3608,41773,2292,1155,
11-27-2020,722,2331,805,4869,8207,9568,3915,4222,6305,4272,4064,1754,9948,6892,3283,6078,8999,2608,2678,6725,22448,1535,724,3667,41902,2296,1157,
11-28-2020,723,2334,806,4876,8227,9598,3920,4224,6344,4279,4071,1757,9990,6901,3288,6107,9019,2617,2684,6768,22539,1553,727,3701,42048,2300,1160,
11-29-2020,723,2336,806,4885,8247,9607,3925,4252,6349,4287,4078,1766,10031,6907,3292,6122,9030,2622,2686,6776,22561,1555,727,3721,42076,2304,1162,
11-30-2020,723,2339,807,4894,8268,9612,3930,4272,6351,4296,4085,1769,10041,6915,3295,6154,9037,2624,2688,6813,22590,1561,727,3762,42095,2308,1164,
12-01-2020,726,2341,810,4896,8293,9629,3939,4295,6377,4305,4096,1780,10051,6918,3305,6215,9056,2634,2695,6900,22683,1567,728,3809,42290,2312,1167,
12-02-2020,727,2344,814,4912,8315,9640,3955,4324,6389,4313,4105,1793,10121,6927,3316,6243,9082,2644,2704,6973,22764,1579,734,3855,42456,2316,1170,
12-03-2020,730,2346,819,4932,8336,9657,3962,4347,6401,4322,4108,1804,10187,6933,3326,6314,9098,2650,2711,7043,22891,1586,739,3898,42637,2320,1173,
12-04-2020,731,2349,823,4936,8360,9683,3968,4374,6438,4330,4123,1818,10227,6939,3338,6359,9119,2658,2715,7104,23017,1589,740,3939,42788,2324,1175,
12-05-2020,732,2351,826,4946,8388,9693,3978,4384,6455,4335,4130,1827,10283,6944,3345,6421,9140,2666,2725,7166,23099,1593,744,3980,42969,2329,1179,
12-06-2020,732,2354,827,4951,8418,9693,3985,4396,6456,4339,4135,1833,10336,6950,3359,6433,9148,2673,2728,7183,23131,1596,744,4011,43015,2333,1182,
12-07-2020,736,2357,831,4964,8445,9704,4001,4424,6463,4344,4147,1841,10341,6954,3367,6471,9170,2680,2741,7235,23151,1604,744,4041,43040,2337,1184,
12-08-2020,737,2360,834,4969,8474,9738,4011,4455,6486,4349,4159,1852,10345,6959,3380,6539,9186,2691,2753,7316,23270,1610,744,4132,43282,2341,1187,
12-09-2020,742,2363,839,4973,8502,9762,4032,4483,6504,4355,4165,1870,10429,6963,3391,6608,9200,2695,2759,7388,23430,1617,745,4183,43461,2346,1190,
12-10-2020,744,2366,842,4978,8531,9768,4043,4510,6520,4362,4176,1888,10499,6972,3407,6653,9229,2704,2770,7452,23546,1628,749,4224,43661,2351,1192,
12-11-2020,747,2369,846,4987,8561,9772,4051,4544,6534,4368,4185,1897,10565,6980,3420,6700,9244,2714,2786,7513,23630,1634,753,4284,43802,2356,1195,
12-12-2020,749,2372,849,4998,8589,9774,4059,4559,6534,4375,4194,1913,10645,6989,3430,6760,9271,2720,2790,7578,23718,1638,755,4334,43971,2361,1198,
12-13-2020,750,2376,849,5001,8610,9784,4066,4560,6534,4380,4202,1931,10701,6998,3439,6764,9284,2722,2796,7587,23722,1642,755,4365,44018,2365,1201,
12-14-2020,753,2380,854,5011,8635,9786,4086,4571,6549,4386,4215,1949,10711,7003,3452,6803,9299,2723,2805,7681,23740,1645,755,4420,44050,2370,1203,
12-15-2020,755,2384,854,5026,8665,9802,4095,4612,6586,4393,4225,1967,10719,7013,3469,6919,9324,2735,2821,7766,23887,1655,761,4504,44282,2374,1206,
12-16-2020,756,2389,861,5036,8691,9857,4107,4661,6586,4401,4234,1978,10855,7018,3487,7117,9339,2743,2828,7862,24109,1668,764,4517,44282,2381,1208,
12-17-2020,756,2394,864,5049,8720,9883,4123,4693,6633,4408,4245,1993,10933,7035,3507,7172,9361,2749,2838,7944,24204,1681,766,4598,44681,2387,1210,
12-18-2020,757,2399,864,5062,8748,9903,4132,4724,6651,4413,4257,2009,11009,7042,3523,7213,9383,2755,2854,8007,24351,1689,769,4652,44878,2394,1212,
12-19-2020,758,2404,875,5076,8777,9909,4138,4747,6663,4420,4261,2032,11093,7051,3529,7271,9418,2764,2863,8072,24454,1697,772,4668,45029,2401,1214,
12-20-2020,765,2410,875,5085,8807,9916,4145,4760,6663,4426,4271,2051,11225,7057,3539,7312,9435,2765,2869,8087,24473,1698,772,4706,45029,2407,1216,
12-21-2020,767,2417,880,5094,8835,9916,4156,4795,6668,4433,4335,2077,11235,7063,3552,7331,9443,2769,2873,8159,24479,1705,772,4771,45136,2413,1217,
12-22-2020,769,2425,885,5111,8865,9933,4169,4837,6685,4438,4345,2108,11258,7069,3563,7460,9459,2779,2885,8260,24594,1721,772,4836,45395,2420,1218,
12-23-2020,776,2433,891,5133,8893,9942,4181,4866,6723,4445,4360,2130,11355,7078,3573,7528,9487,2788,2913,8345,24773,1728,772,4885,45576,2427,1219,
12-24-2020,779,2440,897,5151,8924,9952,4188,4866,6740,4451,4362,2160,11475,7095,3582,7600,9523,2792,2918,8403,24827,1732,773,4939,45758,2434,1221,
12-25-2020,780,2447,899,5161,8954,9952,4192,4915,6744,4458,4375,2183,11562,7108,3592,7634,9544,2794,2921,8434,24900,1734,773,4973,45795,2441,1223,
12-26-2020,780,2454,901,5173,8983,9952,4198,4926,6751,4466,4390,2207,11585,7124,3604,7656,9560,2802,2923,8452,24905,1743,773,5007,45808,2448,1224,
12-27-2020,785,2461,901,5190,9011,9952,4201,4940,6752,4473,4397,2229,11592,7130,3619,7682,9571,2814,2928,8492,24918,1747,773,5039,45863,2454,1225,
12-28-2020,789,2468,907,5206,9041,9954,4223,4960,6753,4479,4407,2245,11605,7142,3635,7733,9588,2815,2933,8536,24942,1765,773,5082,45902,2461,1226,
12-29-2020,791,2475,913,5232,9072,9963,4241,5030,6789,4488,4424,2270,11615,7149,3647,7810,9612,2821,2970,8680,25078,1785,773,5161,46195,2468,1229,
12-30-2020,793,2482,919,5258,9100,9984,4248,5061,6805,4495,4443,2300,11784,7169,3660,7886,9612,2827,2984,8793,25303,1805,773,5206,46477,2476,1232,
12-31-2020,795,2489,925,5285,9129,9990,4259,5080,6805,4500,4455,2329,11902,7188,3672,7974,9654,2837,2993,8872,25530,1817,781,5253,46717,2484,1234,
01-01-2021,796,2496,926,5295,9159,9993,4263,5087,6805,4506,4467,2347,12001,7199,3680,7993,9666,2840,2993,8917,25600,1822,787,5270,46775,2492,1236,
01-02-2021,798,2502,927,5325,9187,10015,4268,5113,6805,4513,4475,2360,12023,7209,3692,8001,9674,2848,2995,8934,25608,1825,787,5294,46808,2500,1239,
01-03-2021,802,2509,927,5345,9218,10024,4269,5122,6805,4518,4488,2372,12037,7217,3706,8028,9679,2854,3000,8954,25616,1832,787,5314,46845,2508,1242,
01-04-2021,806,2515,936,5368,9246,10025,4289,5176,6857,4524,4509,2398,12063,7223,3722,8060,9691,2856,3011,9018,25617,1840,787,5376,46888,2516,1244,
01-05-2021,808,2521,943,5414,9276,10042,4305,5199,6885,4531,4529,2431,12083,7235,3740,8155,9709,2863,3046,9125,25837,1852,789,5420,47222,2524,1248,
01-06-2021,814,2529,950,5500,9304,10056,4328,5206,6901,4537,4546,2459,12211,7247,3755,8233,9731,2873,3059,9226,26068,1875,789,5482,47511,2532,1252,
01-07-2021,821,2537,956,5546,9333,10096,4337,5259,6918,4542,4564,2486,12366,7263,3773,8630,9763,2882,3067,9293,26292,1890,793,5522,47768,2544,1257,
01-08-2021,823,2545,962,5546,9364,10122,4345,5285,6946,4549,4577,2511,12469,7280,3788,8629,9789,2891,3078,9359,26480,1899,793,5584,48029,2554,1263,
01-09-2021,823,2553,969,5669,9392,10137,4351,5306,6964,4555,4595,2525,12594,7292,3800,8742,9826,2895,3086,9413,26704,1908,793,5611,48298,2563,1267,
01-10-2021,825,2561,969,5701,9424,10155,4356,5321,6964,4562,4595,2546,12709,7304,3808,8749,9840,2897,3090,9439,26749,1911,793,5637,48351,2574,1270,
01-11-2021,826,2569,976,5756,9453,10160,4368,5354,6965,4568,4619,2565,12736,7315,3824,8768,9851,2906,3098,9498,26771,1926,793,5677,48379,2585,1274,
01-12-2021,827,2577,981,5810,9480,10162,4375,5382,6988,4575,4635,2587,12750,7339,3836,8885,9889,2915,3115,9619,26976,1950,795,5707,48662,2595,1278,
01-13-2021,829,2585,987,5879,9512,10189,4388,5416,7016,4583,4654,2609,12894,7349,3844,8916,9919,2922,3125,9699,27241,1965,800,5765,48985,2607,1286,
01-14-2021,832,2593,991,5930,9543,10209,4399,5448,7020,4588,4674,2625,13028,7366,3857,8977,9946,2930,3138,9790,27441,1976,800,5794,49289,2617,1294,
01-15-2021,835,2602,994,6043,9575,10209,4406,5469,7072,4594,4689,2648,13182,7376,3869,9042,9964,2935,3149,9838,27591,1993,805,5836,49600,2629,1301,
01-16-2021,835,2611,996,6123,9606,10223,4412,5493,7077,4601,4710,2661,13355,7388,3880,9073,9993,2945,3173,9876,27755,1999,811,5867,49885,2640,1308,
01-17-2021,836,2620,996,6191,9638,10223,4421,5506,7102,4606,4721,2674,13465,7397,3888,9092,10020,2950,3177,9921,27791,2005,811,5886,49945,2652,1313,
01-18-2021,837,2629,1005,6308,9667,10223,4427,5534,7107,4613,4743,2686,13483,7412,3902,9054,10031,2961,3179,9967,27805,2031,811,5919,49987,2662,1316,
01-19-2021,839,2638,1010,6450,9697,10240,4436,5563,7107,4618,4774,2705,13507,7427,3912,9132,10059,2968,3188,10051,28026,2044,816,5969,50318,2674,1323,
01-20-2021,840,2647,1016,6598,9728,10243,4442,5582,7185,4624,4805,2723,13721,7434,3926,9186,10098,2976,3192,10123,28215,2056,816,5988,50652,2685,1330,
01-21-2021,844,2656,1019,6757,9760,10261,4452,5609,7205,4631,4830,2741,13891,7458,3939,9243,10133,2985,3203,10196,28440,2070,819,6036,50938,2697,1334,
01-22-2021,846,2665,1022,6889,9794,10311,4460,5633,7226,4639,4858,2771,14010,7470,3955,9292,10152,2989,3223,10241,28592,2085,819,6061,51192,2710,1338,
01-23-2021,848,2674,1025,7051,9827,10320,4468,5658,7278,4644,4882,2794,14148,7487,3968,9355,10177,2999,3230,10299,28812,2097,821,6097,51423,2719,1344,
01-24-2021,850,2683,1025,7146,9857,10331,4476,5667,7285,4649,4895,2812,14279,7499,3980,9395,10193,3004,3235,10311,28833,2111,821,6124,51502,2727,1347,
01-25-2021,854,2692,1032,7232,9886,10332,4490,5707,7295,4653,4919,2819,14305,7530,3991,9507,10200,3012,3240,10360,28856,2128,821,6163,51556,2736,1348,
01-26-2021,856,2701,1036,7424,9920,10363,4505,5746,7318,4657,4944,2839,14328,7544,4003,9584,10222,3020,3256,10443,29043,2149,835,6205,51838,2746,1353,
01-27-2021,858,2710,1040,7560,9952,10402,4508,5774,7318,4662,4968,2848,14544,7552,4014,9652,10251,3031,3259,10512,29230,2167,837,6228,52170,2755,1359,
01-28-2021,860,2719,1048,7673,9987,10432,4519,5794,7344,4669,4993,2871,14699,7564,4025,9879,10279,3039,3263,10567,29417,2192,843,6264,52481,2760,1366,
01-29-2021,861,2728,1057,7793,10021,10449,4533,5819,7445,4678,5016,2885,14819,7578,4036,9923,10304,3045,3276,10615,29563,2216,849,6298,52722,2766,1371,
01-30-2021,864,2737,1059,8018,10059,10465,4545,5841,7487,4688,5036,2898,14939,7618,4048,10013,10332,3051,3282,10663,29789,2229,856,6325,52954,2773,1376,
01-31-2021,867,2746,1059,8117,10097,10476,4554,5857,7488,4697,5050,2909,15060,7636,4056,10030,10348,3058,3285,10669,29811,2244,856,6340,53034,2778,1382,
02-01-2021,873,2754,1064,8266,10136,10477,4564,5888,7489,4708,5074,2921,15094,7655,4068,10048,10364,3065,3288,10715,29848,2259,856,6363,53090,2786,1386,
02-02-2021,876,2763,1066,8414,10176,10486,4573,5912,7536,4719,5098,2937,15126,7669,4082,10141,10387,3072,3300,10778,30004,2281,857,6416,53455,2794,1391,
02-03-2021,879,2771,1069,8564,10216,10556,4582,5930,7586,4730,5129,2958,15315,7685,4096,10190,10399,3087,3312,10826,30172,2293,871,6445,53704,2801,1397,
02-04-2021,882,2780,1070,8716,10255,10556,4591,5949,7633,4742,5152,2972,15499,7695,4110,10248,10430,3092,3320,10881,30354,2314,880,6466,53997,2809,1402,
02-05-2021,884,2788,1074,8815,10294,10585,4600,5975,7672,4754,5177,2983,15667,7717,4123,10317,10452,3112,3320,10929,30545,2326,886,6490,54324,2818,1407,
02-06-2021,884,2788,1074,8815,10294,10585,4600,5975,7672,4754,5177,2983,15667,7717,4123,10317,10452,3112,3320,10929,30545,2326,886,6490,54324,2818,1407,
02-07-2021,888,2805,1079,9003,10373,10612,4618,5995,7707,4775,5223,3012,15930,7807,4146,10388,10494,3127,3334,10995,30597,2346,896,6524,54614,2827,1419,
02-08-2021,888,2805,1079,9003,10373,10612,4618,5995,7707,4775,5223,3012,15930,7807,4146,10388,10494,3127,3334,10995,30597,2346,896,6524,54614,2827,1419,
02-09-2021,900,2822,1086,9285,10451,10640,4641,6043,7766,4798,5268,3053,15990,7854,4171,10548,10546,3139,3365,11115,30792,2391,896,6601,55087,2842,1430,
02-10-2021,902,2831,1089,9452,10496,10640,4649,6064,7797,4810,5295,3070,16233,7864,4182,10570,10577,3149,3373,11169,30950,2433,924,6626,55419,2849,1437,
02-11-2021,907,2839,1093,9619,10543,10705,4660,6091,7834,4821,5313,3090,16405,7874,4198,10614,10597,3156,3381,11244,31134,2455,937,6650,55742,2855,1444,
02-12-2021,910,2848,1098,9753,10610,10741,4671,6116,7911,4831,5336,3100,16595,7924,4213,10661,10621,3166,3392,11300,31283,2482,962,6686,55971,2861,1447,
02-13-2021,917,2856,1102,9819,10674,10741,4680,6135,7957,4841,5357,3115,16760,7984,4230,10728,10644,3175,3392,11355,31383,2484,976,6716,56191,2869,1451,
02-14-2021,921,2865,1102,9872,10735,10822,4688,6141,7963,4850,5375,3130,16879,7999,4242,10738,10662,3182,3404,11379,31487,2509,976,6727,56266,2876,1455,
02-15-2021,931,2873,1106,9992,10798,10836,4697,6156,7984,4860,5396,3142,16887,8019,4255,10765,10677,3190,3413,11387,31512,2533,976,6746,56304,2881,1457,
02-16-2021,932,2883,1112,10100,10864,10850,4708,6176,8043,4871,5415,3160,16903,8064,4272,10842,10711,3201,3416,11407,31630,2561,995,6778,56702,2886,1458,
02-17-2021,940,2893,1116,10181,10928,10868,4718,6203,8109,4883,5455,3166,17109,8074,4288,10902,10744,3210,3424,11479,31701,2586,995,6804,56960,2893,1461,
02-18-2021,948,2903,1120,10286,10995,10868,4728,6234,8163,4895,5484,3178,17249,8087,4306,10992,10780,3222,3437,11609,31882,2623,1024,6844,57240,2896,1464,
02-19-2021,951,2913,1121,10359,11060,10868,4738,6257,8229,4910,5500,3186,17442,8163,4328,11061,10804,3232,3448,11666,32045,2667,1028,6891,57499,2901,1470,
02-20-2021,957,2923,1121,10409,11128,10938,4747,6264,8275,4924,5524,3198,17594,8266,4344,11120,10839,3238,3472,11753,32167,2685,1037,6929,57743,2906,1476,
02-21-2021,963,2932,1121,10462,11191,10954,4757,6275,8286,4936,5534,3204,17714,8278,4356,11142,10849,3242,3487,11771,32173,2690,1037,6961,57799,2909,1481,
02-22-2021,968,2940,1125,10522,11254,10976,4766,6298,8298,4949,5560,3224,17733,8322,4379,11156,10863,3249,3498,11820,32256,2721,1037,6988,57842,2914,1485,
02-23-2021,974,2949,1127,10573,11320,11040,4775,6318,8362,4962,5602,3241,17774,8353,4404,11293,10887,3260,3520,11932,32403,2745,1061,7044,58199,2921,1490,
02-24-2021,975,2959,1131,10642,11388,11087,4791,6337,8409,4977,5624,3246,17974,8383,4420,11358,10911,3274,3539,12029,32574,2787,1074,7114,58528,2930,1496,
02-25-2021,982,2969,1135,10728,11488,11143,4805,6362,8451,4994,5648,3270,18135,8435,4433,11467,10926,3289,3553,12149,32771,2801,1083,7165,58873,2940,1503,
02-26-2021,986,2979,1136,10784,11625,11191,4819,6387,8480,5012,5675,3293,18276,8519,4451,11539,10945,3305,3562,12226,32909,2817,1092,7242,59129,2947,1509,
02-27-2021,996,2989,1139,10831,11729,11259,4831,6396,8510,5032,5687,3306,18431,8577,4471,11635,10974,3326,3578,12343,33035,2832,1100,7314,59428,2955,1517,
02-28-2021,998,2999,1140,10860,11819,11284,4838,6406,8517,5052,5713,3319,18565,8591,4496,11669,10996,3335,3585,12392,33080,2850,1100,7358,59493,2961,1526,
03-01-2021,1012,3010,1142,10938,11914,11293,4865,6427,8545,5074,5732,3330,18598,8643,4526,11686,11007,3352,3608,12470,33093,2870,1100,7438,59546,2969,1532,
03-02-2021,1020,3022,1144,11012,12028,11348,4887,6457,8545,5095,5765,3350,18645,8675,4558,11866,11030,3365,3636,12654,33176,2916,1114,7524,60014,2976,1539,
03-03-2021,1030,3034,1146,11087,12140,11406,4900,6476,8700,5127,5807,3374,18872,8709,4588,11982,11068,3387,3650,12833,33362,2944,1117,7618,60381,2984,1549,
03-04-2021,1037,3047,1152,11172,12251,11506,4918,6499,8763,5162,5840,3393,19032,8757,4612,12088,11090,3402,3675,13021,33466,2991,1143,7709,60694,2993,1557,
03-05-2021,1047,3060,1156,11229,12353,11586,4933,6525,8853,5201,5864,3416,19204,8819,4632,12196,11119,3425,3709,13188,33607,3040,1160,7816,61064,3003,1565,
03-06-2021,1054,3073,1156,11240,12448,11664,4950,6537,8881,5239,5886,3431,19359,8875,4656,12344,11153,3447,3718,13370,33712,3067,1167,7894,61417,3013,1574,
03-07-2021,1063,3087,1156,11262,12530,11705,4962,6552,8928,5275,5908,3444,19523,8930,4679,12591,11173,3460,3734,13449,33717,3082,1167,7964,61463,3023,1584,
03-08-2021,1066,3102,1161,11288,12632,11753,4979,6572,8944,5309,5967,3469,19548,8968,4711,12610,11207,3485,3749,13562,33729,3148,1167,8062,61584,3032,1594,
03-09-2021,1071,3118,1164,11341,12735,11860,5002,6601,9012,5344,6003,3491,19605,9008,4747,12816,11224,3504,3777,13837,33824,3180,1191,8170,62101,3043,1601,
03-10-2021,1083,3134,1167,11388,12846,11987,5027,6639,9153,5379,6058,3516,19824,9084,4797,13060,11246,3524,3806,14087,33893,3240,1203,8277,62570,3057,1611,
03-11-2021,1094,3150,1169,11431,12961,12087,5048,6656,9332,5413,6097,3537,20087,9171,4832,13159,11269,3545,3829,14363,34083,3278,1216,8377,63010,3072,1623,
03-12-2021,1106,3166,1177,11482,13062,12145,5082,6686,9465,5440,6172,3563,20300,9244,4865,13335,11318,3577,3857,14554,34210,3313,1226,8502,63531,3088,1639,
03-13-2021,1117,3182,1181,11516,13159,12196,5097,6706,9537,5469,6219,3584,20506,9290,4896,13492,11357,3606,3880,14885,34304,3346,1232,8615,63965,3105,1660,
03-14-2021,1122,3198,1181,11539,13239,12260,5116,6719,9572,5483,6258,3614,20650,9329,4933,13585,11383,3623,3919,14957,34329,3367,1232,8695,64123,3123,1680,
03-15-2021,1129,3216,1187,11573,13341,12314,5145,6745,9587,5505,6308,3628,20687,9374,4992,13626,11411,3647,3937,15105,34330,3415,1232,8791,64223,3141,1697,
03-16-2021,1140,3234,1195,11623,13459,12394,5176,6780,9807,5537,6394,3667,20715,9427,5036,13936,11471,3674,3959,15606,34445,3464,1250,8958,64902,3163,1715,
03-17-2021,1144,3254,1201,11672,13589,12466,5206,6814,9910,5568,6458,3709,21029,9499,5080,14198,11510,3697,4024,15819,34586,3519,1261,9121,65519,3187,1735,
03-18-2021,1156,3274,1206,11708,13742,12630,5274,6843,10045,5603,6498,3740,21303,9634,5123,14389,11563,3720,4024,16117,34695,3553,1269,9247,66178,3210,1755,
03-19-2021,1168,3294,1216,11743,13885,12750,5321,6882,10190,5640,6577,3775,21540,9682,5167,14658,11614,3740,4084,16507,34830,3589,1274,9381,66798,3234,1775,
03-20-2021,1176,3316,1222,11775,14000,12806,5355,6905,10309,5678,6649,3799,21764,9742,5212,14840,11638,3778,4101,16814,35017,3642,1281,9471,67414,3257,1791,
03-21-2021,1181,3338,1222,11791,14099,12870,5382,6926,10339,5690,6694,3826,22007,9796,5243,14893,11661,3802,4145,16869,35131,3677,1281,9539,67558,3276,1806,
03-22-2021,1190,3358,1233,11818,14224,12870,5441,6981,10411,5720,6792,3854,22055,9837,5272,14969,11698,3817,4168,17157,35180,3727,1281,9651,67602,3298,1821,
03-23-2021,1201,3378,1243,11836,14357,13048,5503,7044,10583,5759,6878,3895,22123,9899,5313,15281,11762,3851,4209,17499,35331,3777,1290,9833,68623,3322,1838,
03-24-2021,1210,3398,1253,11860,14492,13048,5553,7108,10599,5798,6964,3915,22497,9971,5354,15454,11807,3870,4249,17748,35373,3831,1301,9921,68904,3347,1860,
03-25-2021,1217,3421,1258,11893,14631,13313,5610,7161,10743,5837,7039,3975,22571,10011,5404,15750,11853,3919,4309,17941,35563,3876,1303,10108,69503,3368,1885,
03-26-2021,1224,3444,1265,11917,14786,13313,5674,7214,10951,5876,7130,4045,22887,10111,5452,15939,11915,3950,4354,18349,35758,3925,1318,10318,70696,3389,1912,
03-27-2021,1229,3467,1268,11939,14886,13508,5717,7248,11085,5910,7177,4078,23366,10192,5509,16124,11975,3967,4394,18680,36026,3966,1320,10419,71747,3411,1942,
03-28-2021,1234,3489,1268,11952,14960,13580,5757,7278,11160,5949,7241,4123,23687,10252,5552,16190,12006,3996,4413,18823,36109,3990,1320,10482,71991,3432,1972,
03-29-2021,1240,3511,1279,11974,15050,13609,5818,7341,11192,5991,7354,4164,23788,10313,5601,16290,12044,4028,4427,19020,36149,4046,1320,10594,72283,3456,1984,
03-30-2021,1253,3533,1292,11997,15170,13778,5912,7437,11444,6031,7441,4220,23915,10375,5671,16521,12118,4066,4474,19432,36432,4085,1320,10752,73492,3478,2007,
03-31-2021,1262,3554,1302,12015,15330,14024,6029,7490,11598,6070,7542,4277,24332,10426,5744,16717,12175,4104,4507,19736,36727,4143,1341,10885,74652,3501,2032,
04-01-2021,1269,3576,1311,12031,15472,14167,6150,7553,11725,6108,7629,4334,24728,10503,5791,16941,12249,4141,4548,20063,37114,4196,1346,11023,75734,3525,2057,
04-02-2021,1280,3598,1318,12048,15599,14268,6207,7601,11807,6149,7712,4376,25214,10619,5820,17183,12295,4181,4588,20234,37218,4233,1352,11125,76552,3550,2079,
04-03-2021,1284,3620,1323,12061,15660,14334,6235,7639,11822,6191,7785,4424,25534,10693,5866,17257,12349,4212,4616,20436,37629,4259,1352,11189,76750,3572,2101,
04-04-2021,1291,3643,1323,12072,15710,14407,6288,7672,11838,6236,7862,4481,25654,10727,5906,17299,12377,4240,4629,20499,37687,4278,1352,11243,77020,3592,2107,
04-05-2021,1298,3665,1334,12107,15796,14407,6366,7753,11887,6278,7982,4513,25713,10778,5949,17405,12421,4268,4641,20600,37693,4327,1352,11324,77165,3617,2113,
04-06-2021,1306,3688,1346,12136,15918,14692,6449,7862,12119,6321,8081,4571,25795,10825,6001,17685,12479,4298,4710,21018,38040,4368,1362,11548,78554,3642,2133,
04-07-2021,1318,3710,1356,12177,16107,14884,6532,7937,12343,6369,8184,4630,26303,10880,6050,18118,12541,4341,4786,21261,38282,4419,1367,11613,79443,3668,2157,
04-08-2021,1325,3732,1371,12202,16232,15059,6609,8014,12518,6416,8257,4717,26795,10975,6085,18492,12623,4379,4806,21538,38657,4464,1384,11759,80742,3693,2181,
04-09-2021,1334,3756,1381,12226,16347,15278,6676,8079,12644,6465,8338,4769,27250,11062,6118,18803,12686,4425,4835,21779,39038,4495,1387,11874,81750,3719,2204,
